,author,papers,declared
49501,2519035952,1,2
49502,2519098988,2,8
49503,2519108901,1,3
49504,2519119090,2,10
49505,2519136583,1,13
49506,2519158968,4,69
49507,2519204677,1,2
49508,2519248389,3,78
49509,2519249995,1,8
49510,251926911,1,5
49511,2519302528,1,7
49512,2519309766,1,22
49513,2519363483,1,2
49514,2519430324,1,1
49515,2519447096,2,2
49516,2519508652,3,948
49517,2519527912,1,2
49518,2519639938,1,1
49519,2519666903,1,4
49520,2519710041,1,2
49521,2519790960,1,14
49522,2519829551,1,1
49523,2519851139,2,4
49524,2519854947,2,371
49525,2519897907,1,2
49526,2519924990,1,3
49527,2519961061,3,10
49528,2520106312,1,12
49529,2520112443,1,45
49530,2520123669,1,3
49531,252015437,1,31
49532,2520167549,1,4
49533,2520179153,6,36
49534,252024963,1,10
49535,2520254301,1,2
49536,2520266005,21,31
49537,2520280615,2,6
49538,2520336504,1,63
49539,2520453047,1,5
49540,2520533970,1,2
49541,2520688327,1,1
49542,2520722182,1,1
49543,2520802114,1,5
49544,252081962,3,7
49545,2520823867,1,1
49546,2520840826,1,1
49547,2520864839,1,1
49548,2520903725,6,61
49549,2520948483,10,26
49550,2520951267,2,22
49551,2521001141,2,4
49552,2521001416,7,9
49553,2521001917,1,114
49554,2521020697,1,3
49555,2521070045,1,4
49556,2521071050,2,6
49557,2521081551,1,7
49558,2521108231,1,129
49559,2521121356,3,12
49560,2521179909,1,4
49561,2521182079,1,1
49562,2521185912,4,7
49563,2521254510,11,464
49564,2521265455,11,137
49565,2521337050,2,3
49566,252134434,2,67
49567,2521370130,1,1
49568,2521439528,1,9
49569,2521566011,1,4
49570,2521591882,3,3
49571,252161398,1,396
49572,2521621900,1,38
49573,2521626103,1,1
49574,2521697208,1,1
49575,2521705735,1,1
49576,2521744568,2,12
49577,2521755456,1,10
49578,2521824829,1,2
49579,2521963668,1,2
49580,2521979178,3,8
49581,2522055529,2,10
49582,2522104361,1,4
49583,2522117986,1,2
49584,2522147838,2,11
49585,25222087,3,80
49586,2522242189,1,4
49587,252226491,2,88
49588,2522273531,2,2
49589,2522345007,1,1
49590,2522458493,1,1
49591,2522459863,1,1
49592,2522537287,1,13
49593,2522555543,1,2
49594,2522566710,3,23
49595,2522587537,5,36
49596,2522608744,4,7
49597,2522616895,1,4
49598,2522627496,1,7
49599,2522648935,5,12
49600,2522697109,1,2
49601,2522763393,1,2
49602,2522776347,2,3
49603,2522813451,3,10
49604,2522912391,3,7
49605,2522953742,1,4
49606,2522989161,1,1
49607,2522992152,3,3
49608,2523065660,3,8
49609,2523086466,1,1
49610,2523122079,1,1
49611,2523139368,3,4
49612,2523150071,1,7
49613,2523241902,1,15
49614,2523358583,2,4
49615,2523390449,1,1
49616,2523403558,1,1
49617,2523407221,28,314
49618,2523426783,1,5
49619,2523501752,1,10
49620,2523556758,6,115
49621,2523671995,2,138
49622,2523689216,1,1
49623,2523758330,6,48
49624,2523763689,1,194
49625,2523815351,1,8
49626,2523825199,2,82
49627,2523828320,1,187
49628,2523834824,2,87
49629,2523862659,6,158
49630,2523929249,13,24
49631,2523988512,3,98
49632,2523997583,1,1
49633,2524011371,1,7
49634,2524014101,1,16
49635,2524023936,1,17
49636,2524043411,30,142
49637,252406073,2,80
49638,2524073535,7,57
49639,2524090778,8,20
49640,2524162280,1,14
49641,2524298595,3,10
49642,2524318884,1,14
49643,2524372466,1,12
49644,2524375653,1,1
49645,2524394250,2,27
49646,2524462901,46,89
49647,2524556033,1,10
49648,2524578961,3,20
49649,2524580648,2,2
49650,2524636928,2,22
49651,2524684733,1,1
49652,2524762402,3,52
49653,2524770958,1,314
49654,2524779667,3,5
49655,252479729,7,8
49656,2524830999,1,10
49657,2524832066,1,1
49658,2524836766,3,6
49659,2524844222,2,4
49660,2524850652,1,4
49661,2524858759,1,5
49662,2524947292,2,60
49663,2525017018,1,1
49664,2525054173,1,44
49665,2525082865,12,84
49666,2525124368,1,22
49667,2525235762,5,7
49668,2525240255,3,8
49669,2525241544,2,6
49670,2525266458,1,2
49671,2525307972,2,4
49672,252533809,9,137
49673,2525354201,1,4
49674,2525380165,2,5
49675,2525397324,1,1
49676,2525401448,1,1
49677,2525414471,1,1
49678,2525418461,1,1
49679,2525535066,1,22
49680,2525537535,2,29
49681,252557189,1,24
49682,2525587584,7,45
49683,252562283,2,116
49684,2525643193,1,1
49685,252564519,17,120
49686,2525682495,1,2
49687,2525731234,1,23
49688,252575348,2,59
49689,2525843973,3,5
49690,2525862771,3,8
49691,2525871280,1,27
49692,2526027262,1,13
49693,2526065615,1,36
49694,2526074477,36,65
49695,2526082834,1,40
49696,2526106469,1,1
49697,2526258477,1,15
49698,2526283103,1,3
49699,2526337497,2,197
49700,252636585,3,160
49701,2526403981,1,18
49702,2526421878,2,3
49703,2526423758,3,55
49704,2526490483,6,11
49705,2526493444,1,40
49706,2526519261,1,87
49707,2526552035,1,3
49708,2526558226,1,5
49709,2526574769,2,22
49710,2526587202,3,22
49711,2526658869,2,8
49712,2526663080,2,6
49713,2526672967,5,15
49714,2526673841,1,2
49715,2526721510,1,7
49716,2526729305,1,1
49717,2526741062,1,2
49718,2526752203,1,18
49719,2526771645,1,5
49720,2526787115,1,17
49721,2526795404,1,1
49722,2526820065,1,4
49723,2526835662,1,1
49724,2526872540,1,1
49725,2526901993,1,133
49726,252695556,4,308
49727,2527008451,14,62
49728,2527037919,1,2
49729,2527092405,1,3
49730,2527104642,1,10
49731,2527121984,1,6
49732,2527134476,2,4
49733,2527165591,1,1
49734,2527167101,7,178
49735,2527170658,1,1
49736,2527186169,8,574
49737,2527187916,14,48
49738,2527196473,2,126
49739,2527202720,1,1
49740,2527214770,8,32
49741,2527248055,2,11
49742,2527268212,2,14
49743,2527281777,0,42
49744,2527286692,7,16
49745,2527288379,6,46
49746,2527354082,8,15
49747,2527394672,2,87
49748,2527467599,4,94
49749,2527493592,1,9
49750,2527496448,1,6
49751,2527499501,0,29
49752,2527566484,1,5
49753,2527601719,3,11
49754,2527607334,2,7
49755,2527611484,16,97
49756,2527648016,1,5
49757,2527705585,1,1
49758,2527709072,1,1
49759,2527721897,1,6
49760,2527738285,29,153
49761,2527747252,5,14
49762,252775750,2,82
49763,2527760513,1,3
49764,2527789767,1,1
49765,2527820406,2,2
49766,2527910699,2,6
49767,2527944874,1,4
49768,2527945673,1,2
49769,2527960061,1,2
49770,2527992800,1,2
49771,2528010628,1,34
49772,2528037975,2,78
49773,2528071304,4,142
49774,2528127780,1,8
49775,25281380,1,42
49776,2528166244,2,8
49777,2528187802,14,74
49778,2528216116,1,2
49779,2528236766,1,16
49780,2528265962,2,13
49781,2528305803,1,2
49782,2528341179,1,6
49783,2528388753,1,1
49784,2528400046,1,2
49785,2528400514,1,4
49786,2528417933,1,4
49787,2528421270,1,123
49788,2528434920,1,7
49789,2528459261,1,1
49790,2528615513,2,17
49791,2528682531,2,8
49792,2528700683,1,3
49793,2528730867,6,18
49794,2528739911,1,5
49795,2528799897,1,4
49796,2528877902,3,3
49797,2528936712,1,1
49798,2528948252,1,4
49799,2528949500,1,1
49800,2529012821,1,4
49801,2529019787,5,10
49802,2529027139,1,21
49803,2529089798,1,1
49804,2529153433,3,8
49805,2529157528,1,1
49806,2529161621,1,4
49807,2529161772,1,1
49808,2529175011,1,19
49809,2529180951,1,2
49810,2529208628,1,3
49811,2529284392,3,21
49812,2529366266,1,20
49813,2529423964,1,1
49814,2529450115,1,1
49815,2529542210,1,3
49816,2529606859,3,5
49817,2529611455,1,4
49818,252962262,1,2
49819,2529632083,2,6
49820,2529633003,1,7
49821,2529684435,2,5
49822,2529750316,3,30
49823,2529757023,1,8
49824,2529795025,3,8
49825,2529812217,4,13
49826,2529923781,1,1
49827,2529993516,1,2
49828,2529996928,1,1
49829,2530010377,3,15
49830,2530132928,1,2
49831,2530161965,3,4
49832,2530214194,1,6
49833,2530271900,4,48
49834,253027510,8,30
49835,2530323029,1,1
49836,2530323620,2,11
49837,2530343769,1,120
49838,2530399822,1,7
49839,2530467351,1,4
49840,2530542124,1,6
49841,2530555271,1,303
49842,2530580923,11,571
49843,2530591300,1,6
49844,2530610216,3,7
49845,2530685163,8,515
49846,2530696169,1,4
49847,2530802673,1,3
49848,2530811160,2,9
49849,2530836846,1,1
49850,2530842385,3,6
49851,2530850308,2,5
49852,2530865040,2,13
49853,2530930660,1,1
49854,2530937698,2,102
49855,2530962168,1,1
49856,2531004330,1,220
49857,2531022256,2,13
49858,2531025681,3,7
49859,2531052197,1,1
49860,2531054281,1,1
49861,2531073295,1,2
49862,2531087934,4,56
49863,2531115088,6,639
49864,2531129820,2,15
49865,253113610,1,74
49866,2531145965,2,10
49867,2531182844,1,1
49868,2531194112,1,2
49869,2531225229,1,1
49870,2531254264,2,2
49871,2531318857,5,18
49872,2531361072,1,1
49873,2531407982,3,17
49874,253141202,2,20
49875,2531416938,1,1
49876,2531556029,3,5
49877,253157154,3,15
49878,2531572565,2,2
49879,2531633765,1,16
49880,2531641297,1,1
49881,2531641682,1,1
49882,2531679143,1,1
49883,2531815742,1,4
49884,2531817054,1,8
49885,2531866330,11,713
49886,2531902733,5,51
49887,2531916331,4,10
49888,2531923735,1,4
49889,2532197536,2,6
49890,2532459372,1,11
49891,253254950,2,7
49892,2532832087,1,3
49893,2532918399,3,14
49894,2532947903,1,1
49895,2533058155,4,8
49896,2533066495,1,13
49897,2533125297,1,1
49898,253320923,1,10
49899,2533396095,1,2
49900,2533410465,1,17
49901,2533436112,1,1
49902,2533478645,1,25
49903,2533481288,3,52
49904,2533554908,1,5
49905,2533563792,1,1
49906,2533618377,10,14
49907,2533718659,1,2
49908,2533718767,4,11
49909,2533808410,1,3
49910,2533832073,1,104
49911,2533855475,1,2
49912,2533867383,1,35
49913,2534054266,2,11
49914,253405457,3,97
49915,2534146765,1,8
49916,25342418,4,28
49917,2534269728,3,8
49918,2534272626,2,5
49919,2534316611,5,9
49920,2534345901,8,23
49921,2534506649,1,3
49922,2534549982,1,4
49923,2534653616,1,49
49924,2534753921,1,1
49925,2534791376,2,2
49926,2534961897,1,7
49927,2535028075,5,6
49928,2535071920,2,2
49929,253507310,1,103
49930,2535096815,1,8
49931,2535198169,1,3
49932,2535273824,2,6
49933,253538248,1,130
49934,2535436617,3,4
49935,2535461879,1,1
49936,2535529901,1,1
49937,2535576576,4,11
49938,2535584675,1,14
49939,2535596548,2,6
49940,2535761752,1,10
49941,253585409,1,71
49942,2535884522,1,1
49943,2535885693,1,1
49944,2535994213,0,10
49945,2536022060,1,2
49946,2536063393,3,10
49947,2536067748,3,5
49948,2536075520,2,13
49949,2536093710,1,23
49950,2536252738,1,69
49951,2536254032,1,8
49952,2536300858,5,31
49953,2536385782,2,3
49954,2536405591,5,10
49955,2536620525,2,4
49956,2536620669,1,5
49957,2536776365,2,14
49958,2536808753,1,7
49959,2536860192,1,1
49960,2536877119,1,3
49961,253690204,1,11
49962,2537006301,1,1
49963,2537025772,3,17
49964,2537045358,1,3
49965,2537176812,2,4
49966,2537211504,1,1
49967,253729515,1,32
49968,2537543192,3,40
49969,253768557,1,7
49970,2537771959,1,5
49971,2537776097,1,1
49972,2537798020,1,7
49973,2537830044,1,1
49974,2537870414,2,12
49975,2537924216,9,118
49976,253794598,2,4
49977,2538068435,3,13
49978,2538112984,4,15
49979,2538123976,2,12
49980,2538153557,1,3
49981,2538298666,1,4
49982,2538317877,1,1
49983,2538389665,4,33
49984,2538604194,3,11
49985,2538755753,1,1
49986,2538755859,1,52
49987,2538918524,2,36
49988,2538943458,1,10
49989,2539007230,2,58
49990,2539088722,1,28
49991,2539210732,1,1
49992,2539301112,1,1
49993,2539426316,2,46
49994,253945372,47,327
49995,2539519177,109,448
49996,253975636,6,50
49997,2539756762,1,1
49998,2539782928,2,5
49999,2539848481,1,7
50000,2539941521,1,6
50001,2540000765,1,6
50002,2540156529,1,4
50003,254023741,7,20
50004,2540275848,1,1
50005,2540292861,1,1
50006,2540467252,1,16
50007,2540498725,3,9
50008,2540523516,1,1
50009,254054780,69,149
50010,2540573053,1,3
50011,2540583027,1,6
50012,2540704676,1,2
50013,2540743528,6,11
50014,2541122567,1,1
50015,2541183727,1,1
50016,2541200256,4,9
50017,2541252950,1,4
50018,2541300158,1,1
50019,2541405497,1,10
50020,2541451854,3,11
50021,2541575313,1,1
50022,2541845837,2,5
50023,2542032706,1,2
50024,2542078725,3,5
50025,254211320,4,14
50026,2542121357,3,11
50027,2542122661,1,9
50028,2542186891,1,2
50029,2542198439,1,2
50030,2542253560,1,1
50031,2542321434,1,3
50032,2542357608,1,1
50033,2542410994,1,1
50034,2542511081,1,2
50035,2542572150,1,1
50036,2542692433,7,70
50037,2542755752,1,3
50038,2542773692,1,6
50039,254277980,1,82
50040,2542835967,1,34
50041,254299743,15,155
50042,2543190162,1,1
50043,2543344905,2,5
50044,2543361499,1,5
50045,254337003,8,98
50046,254344840,1,50
50047,2543449940,3,71
50048,2543641740,2,11
50049,2543859850,1,18
50050,2543901997,1,7
50051,2543926581,2,6
50052,2544037530,1,1
50053,2544040640,1,1
50054,2544075940,1,1
50055,2544119651,10,55
50056,2544159807,1,3
50057,254430587,8,221
50058,25443085,2,11
50059,2544389325,2,7
50060,2544402093,1,11
50061,2544674541,2,2
50062,2544838136,1,5
50063,2544985713,10,64
50064,2545000257,48,808
50065,2545032596,1,7
50066,2545088079,2,9
50067,2545111798,2,75
50068,2545261068,3,11
50069,2545293026,2,15
50070,2545343375,1,2
50071,2545389535,1,35
50072,2545430201,2,54
50073,2545432222,2,38
50074,2545438547,1,1
50075,2545458694,1,4
50076,2545571701,1,2
50077,2545636123,20,40
50078,2545647693,1,1
50079,2545885155,1,7
50080,2545907366,1,1
50081,2545931175,1,5
50082,2545937311,2,8
50083,2546028236,8,13
50084,2546304237,1,3
50085,2546336647,1,16
50086,254636841,1,1
50087,2546472594,1,80
50088,2546485283,1,1
50089,2546495645,3,11
50090,2546522974,3,14
50091,2546542734,6,7
50092,2546543800,1,6
50093,2546625490,3,5
50094,2546645350,1,2
50095,2546677915,3,17
50096,2546723454,3,11
50097,254676824,6,159
50098,254680439,2,7
50099,2546900065,1,3
50100,2546940624,1,1
50101,2546957730,2,1
50102,2546969293,2,6
50103,2547034632,8,17
50104,2547035049,36,94
50105,2547073151,12,140
50106,2547341916,1,1
50107,2547434347,1,1
50108,2547457289,1,3
50109,2547485176,1,1
50110,2547523973,5,16
50111,2547540582,1,1
50112,2547548637,1,44
50113,2547590340,1,10
50114,254766753,95,347
50115,2547672391,2,63
50116,2547704451,2,16
50117,2547748293,1,1
50118,2547770711,1,1
50119,2547774386,2,10
50120,2547861786,1,3
50121,2547894147,2,5
50122,254797615,1,13
50123,2547976688,1,7
50124,2547987996,1,1
50125,2548028338,1,5
50126,2548078646,1,1
50127,254813282,1,8
50128,2548270338,2,9
50129,2548305722,1,8
50130,2548358178,1,13
50131,2548382312,1,26
50132,2548482489,1,3
50133,2548602310,2,12
50134,2548641191,3,20
50135,2548666592,1,1
50136,2548715388,1,1
50137,2548719908,1,5
50138,2548720042,1,2
50139,2548777630,2,8
50140,2548828838,1,1
50141,2548860829,1,2
50142,2548876957,2,11
50143,2548884886,1,1
50144,2548973633,1,3
50145,2549063206,1,10
50146,2549063716,1,3
50147,2549065090,3,2
50148,2549066589,1,5
50149,2549114807,1,1
50150,2549135707,1,2
50151,2549137529,1,2
50152,2549165922,1,2
50153,2549196234,1,1
50154,2549226862,4,5
50155,2549228361,2,2
50156,2549242446,2,2
50157,2549247865,1,1
50158,2549296219,1,1
50159,2549306222,1,48
50160,2549306545,1,74
50161,2549308440,1,1
50162,2549342750,4,8
50163,2549367802,1,3
50164,2549385669,3,7
50165,2549399807,1,1
50166,2549425869,3,12
50167,2549440108,4,175
50168,2549441780,1,1
50169,2549443444,1,11
50170,2549466081,1,12
50171,2549484238,1,3
50172,2549511606,1,1
50173,2549523500,1,2
50174,2549545805,1,169
50175,2549583979,2,9
50176,2549599188,1,1
50177,2549610663,1,7
50178,2549681617,7,9
50179,2549682881,1,1
50180,2549692912,1,3
50181,2549715789,1,5
50182,2549721028,1,3
50183,2549748889,1,1
50184,2549751593,8,12
50185,2549761372,1,1
50186,2549770351,7,24
50187,2549781895,1,1
50188,2549819390,3,25
50189,2549824050,1,119
50190,2549837868,1,47
50191,2549858022,39,2175
50192,2549862435,2,2
50193,2549862795,1,1
50194,2549940809,2,3
50195,2549942349,1,2
50196,2549947140,1,5
50197,2549965553,1,1
50198,2549987274,2,11
50199,2549995797,2,4
50200,2550027979,1,1
50201,2550062071,3,10
50202,2550074749,1,1
50203,2550081936,10,103
50204,2550088195,10,35
50205,2550132047,2,2
50206,2550150095,2,8
50207,2550155712,3,15
50208,2550155893,1,1
50209,2550192351,1,3
50210,2550222431,2,5
50211,2550238398,1,12
50212,2550240665,1,9
50213,2550262574,2,6
50214,2550290020,1,13
50215,2550310188,1,1
50216,2550323574,2,2
50217,2550332957,3,8
50218,2550380291,1,6
50219,2550406143,1,1
50220,2550446564,1,1
50221,2550473065,3,7
50222,2550499792,1,1
50223,2550524936,1,1
50224,2550537783,3,8
50225,2550556545,1,5
50226,2550572736,2,118
50227,255058623,1,25
50228,2550610498,2,14
50229,2550624796,4,9
50230,2550649662,1,1
50231,2550657776,1,1
50232,2550659621,1,1
50233,2550672583,1,6
50234,2550684431,1,1
50235,2550713164,6,17
50236,2550725121,1,1
50237,2550752509,1,1
50238,2550760927,3,20
50239,255084042,10,98
50240,2550843624,2,4
50241,2550853783,0,25
50242,2550865142,1,1
50243,2550867241,4,6
50244,2550876718,1,1
50245,2550880380,1,1
50246,2550935183,1,1
50247,2550973601,2,4
50248,2550980748,1,3
50249,2551029369,6,28
50250,2551033752,3,4
50251,2551091452,2,12
50252,2551097962,2,2
50253,2551106731,1,1
50254,2551147592,6,6
50255,2551163562,1,1
50256,2551165329,1,1
50257,2551192867,3,8
50258,2551225763,1,1
50259,2551230705,1,8
50260,2551234027,3,3
50261,2551247863,2,1
50262,2551270720,1,2
50263,2551283623,2,535
50264,2551283902,1,1
50265,2551295270,1,357
50266,2551323849,2,4
50267,2551342569,1,1
50268,2551362592,1,1
50269,2551376085,1,2
50270,2551376208,1,10
50271,2551386260,1,1
50272,2551433269,5,8
50273,2551439271,1,4
50274,2551447328,1,6
50275,2551487726,1,3
50276,2551560347,7,11
50277,2551566076,1,1
50278,2551582419,1,1
50279,2551585788,3,14
50280,2551586922,3,5
50281,2551587572,2,5
50282,2551599409,1,1
50283,2551601765,2,4
50284,255162683,1,49
50285,2551644208,1,2
50286,2551676932,1,6
50287,2551682223,2,73
50288,2551687923,1,7
50289,2551687925,1,1
50290,2551748693,3,5
50291,2551776198,1,1
50292,2551790355,1,1
50293,2551830122,3,5
50294,2551919157,1,31
50295,2551922858,3,4
50296,2551959959,1,1
50297,2551975090,1,1
50298,2551988685,2,4
50299,2552003884,1,86
50300,2552013033,1,2
50301,2552027198,1,1
50302,2552042428,1,7
50303,2552110873,1,1
50304,2552119883,7,16
50305,2552154697,1,9
50306,2552167534,1,1
50307,2552208206,2,13
50308,2552243084,1,1
50309,2552260276,1,2
50310,2552265110,1,4
50311,2552275099,1,1
50312,2552302966,2,25
50313,2552307417,1,1
50314,2552310858,1,83
50315,2552314172,1,9
50316,2552318488,4,246
50317,2552389105,2,109
50318,2552403736,2,13
50319,2552406203,7,74
50320,2552417691,1,1
50321,2552424647,1,2
50322,255243646,1,33
50323,2552447936,1,1
50324,2552451039,1,15
50325,2552501450,1,2
50326,2552513522,1,1
50327,2552545003,1,4
50328,2552556176,1,6
50329,2552562544,1,4
50330,2552605250,1,7
50331,2552614456,1,10
50332,2552621861,1,6
50333,255265272,2,30
50334,2552688191,1,2
50335,2552701421,1,3
50336,2552739769,2,12
50337,2552753146,1,2
50338,2552786050,1,1
50339,2552790642,1,1
50340,2552815862,3,9
50341,2552895563,1,1
50342,2552926358,1,6
50343,2552933318,1,1
50344,2552942019,1,1
50345,2552951446,1,1
50346,2552966494,1,2
50347,2552972785,2,11
50348,2553037633,3,7
50349,2553075566,2,4
50350,2553093681,1,1
50351,2553123163,1,1
50352,2553156979,2,10
50353,2553165168,3,2
50354,2553166355,1,16
50355,2553197609,1,2
50356,2553198811,1,76
50357,2553213634,1,1
50358,2553222463,2,3
50359,2553248206,7,76
50360,2553256327,1,1
50361,2553302662,1,4
50362,2553311110,1,3
50363,2553348872,13,18
50364,2553369558,4,8
50365,2553395826,1,5
50366,2553400909,1,1
50367,2553411764,1,1
50368,2553414421,1,6
50369,2553448245,2,3
50370,2553485778,1,11
50371,2553500518,1,1
50372,2553512968,2,5
50373,2553524311,1,1
50374,2553525837,1,10
50375,2553530623,1,2
50376,2553534013,1,1
50377,2553540387,4,13
50378,2553546946,1,1
50379,2553607193,5,14
50380,2553610255,3,7
50381,2553615935,1,1
50382,2553620549,2,4
50383,2553627529,1,1
50384,2553645713,1,11
50385,2553690231,1,6
50386,2553700666,4,16
50387,2553731301,1,10
50388,2553801324,1,1
50389,2553807743,2,5
50390,2553826755,2,2
50391,2553848242,2,5
50392,2553884464,3,4
50393,2553891446,1,5
50394,2553947991,1,2
50395,255397102,1,1
50396,2553976198,1,1
50397,2553978429,1,1
50398,2554004863,1,3
50399,2554062155,1,1
50400,2554137140,1,4
50401,2554172335,1,1
50402,2554242543,1,19
50403,2554247602,3,4
50404,2554248694,1,6
50405,2554285774,1,7
50406,2554292981,1,2
50407,2554343831,1,1
50408,2554355382,1,18
50409,2554400292,2,8
50410,2554474092,1,2
50411,2554480771,1,1
50412,2554482471,1,6
50413,2554496989,1,1
50414,2554512121,1,7
50415,2554633915,1,6
50416,2554638744,2,5
50417,2554660394,4,4
50418,2554688111,1,3
50419,2554710403,1,5
50420,2554717483,1,4
50421,2554736982,2,13
50422,2554746698,1,1
50423,2554767690,3,9
50424,2554770230,1,16
50425,2554795466,1,4
50426,2554868308,1,51
50427,2554902404,1,1
50428,2554902643,1,1
50429,2554931092,1,1
50430,2554939129,1,1
50431,2554940843,1,4
50432,2554966311,1,1
50433,2555020471,1,2
50434,2555027237,1,4
50435,2555080229,2,10
50436,2555146489,1,1
50437,2555169618,2,7
50438,2555188826,8,43
50439,2555243075,2,4
50440,2555243673,6,6
50441,2555254345,2,2
50442,2555255350,1,27
50443,2555284178,1,4
50444,2555304660,1,7
50445,2555305600,1,1
50446,2555314242,7,138
50447,2555321814,2,2
50448,2555338877,15,247
50449,2555355087,2,2
50450,2555384299,1,3
50451,2555439192,1,1
50452,2555444972,2,4
50453,2555452120,6,10
50454,2555471392,10,12
50455,2555481046,1,10
50456,2555481126,2,4
50457,2555513590,6,12
50458,2555514189,3,9
50459,2555515306,7,40
50460,2555529911,1,1
50461,2555632004,1,5
50462,2555696481,4,5
50463,2555701055,1,1
50464,2555738978,1,1
50465,2555741911,3,5
50466,2555744624,10,30
50467,2555793420,1,1
50468,2555811132,1,4
50469,255581633,2,3
50470,2555879466,1,1
50471,2555882073,1,1
50472,2556032505,1,2
50473,2556056158,1,1
50474,2556074985,2,3
50475,2556084806,1,7
50476,2556112611,1,1
50477,2556160942,2,8
50478,2556210853,1,4
50479,2556223696,1,7
50480,2556234196,1,2
50481,2556245949,1,1
50482,2556279275,1,1
50483,2556310318,1,1
50484,2556314142,15,698
50485,2556322307,1,5
50486,2556331356,1,1
50487,2556343735,2,2
50488,2556348632,1,30
50489,2556374194,2,3
50490,2556387089,1,2
50491,2556417401,1,1
50492,2556420261,1,4
50493,2556471688,3,8
50494,2556489938,1,32
50495,2556491268,1,5
50496,2556492270,1,106
50497,2556497930,8,43
50498,2556540245,13,19
50499,2556546019,1,19
50500,2556546339,1,3
50501,2556556474,1,1
50502,2556563969,1,3
50503,2556566300,2,8
50504,2556596813,5,9
50505,2556605360,1,1
50506,2556613384,1,1
50507,2556640884,2,2
50508,2556702623,1,2
50509,2556715018,1,2
50510,2556716176,1,1
50511,255673063,1,1
50512,2556731200,2,10
50513,2556738779,1,1
50514,2556746269,1,1
50515,2556752398,1,1
50516,2556777429,1,1
50517,2556818764,1,1
50518,2556904242,1,5
50519,255695516,1,54
50520,2557029468,1,2
50521,2557061465,2,14
50522,2557065976,1,2
50523,2557088548,1,1
50524,2557096858,1,1
50525,2557106304,1,1
50526,2557118318,2,6
50527,2557121615,1,1
50528,2557133212,1,1
50529,2557148066,2,20
50530,2557175379,1,3
50531,255717590,6,15
50532,2557176395,2,13
50533,2557179473,1,1
50534,2557182036,1,8
50535,2557186949,1,2
50536,2557201737,3,86
50537,2557216553,46,806
50538,2557232497,1,10
50539,2557241568,1,4
50540,2557259192,2,3
50541,2557274867,1,2
50542,2557284332,1,1
50543,2557303574,4,70
50544,2557304462,1,2
50545,2557306768,2,4
50546,2557318501,1,2
50547,2557325149,1,15
50548,2557333620,1,1
50549,2557353303,3,53
50550,2557371134,1,4
50551,2557374793,3,11
50552,2557383076,8,59
50553,2557386119,4,10
50554,2557395826,1,12
50555,2557397995,1,19
50556,2557429321,1,18
50557,2557434791,4,14
50558,2557458082,1,7
50559,255746245,1,13
50560,2557472754,7,79
50561,2557509771,3,35
50562,2557518463,3,9
50563,2557531377,1,38
50564,2557535227,1,1
50565,2557541722,2,41
50566,2557549313,1,9
50567,2557557756,1,132
50568,2557561637,1,5
50569,2557570726,1,54
50570,2557582817,1,5
50571,2557585148,1,14
50572,2557596982,1,2
50573,2557602064,1,9
50574,2557622070,1,4
50575,2557633120,1,2
50576,2557633536,3,28
50577,2557672380,1,18
50578,2557684967,1,1
50579,2557715437,1,10
50580,2557754859,1,67
50581,2557797859,1,1
50582,2557809868,1,27
50583,2557825872,1,17
50584,2557835608,1,13
50585,2557836567,57,291
50586,2557846212,1,1
50587,2557848603,1,33
50588,2557853762,3,7
50589,2557854554,4,9
50590,2557864391,11,43
50591,2557902243,1,14
50592,2557903341,1,2
50593,2557947390,4,7
50594,2557978107,11,34
50595,2557980407,1,69
50596,2557984952,1,4
50597,2557991624,7,10
50598,2557995523,1,1
50599,2557999994,2,32
50600,2558004061,5,35
50601,2558050507,2,2
50602,2558077513,4,110
50603,2558108640,1,26
50604,2558133325,3,18
50605,2558160286,2,96
50606,2558182630,28,204
50607,2558183293,12,93
50608,2558187337,1,8
50609,2558226502,1,44
50610,2558244041,1,2
50611,2558244095,1,1
50612,2558257366,1,1
50613,2558261991,1,3
50614,2558262142,3,10
50615,2558266351,1,1
50616,2558271112,1,3
50617,2558271738,7,19
50618,2558285753,1,1
50619,2558327066,1,1
50620,2558350753,4,40
50621,2558354701,1,6
50622,2558376228,2,11
50623,2558383607,1,1
50624,2558423726,1,2
50625,2558456821,7,16
50626,2558460476,1,3
50627,2558469750,3,39
50628,2558477027,1,1
50629,255849665,3,10
50630,2558500822,1,8
50631,2558501541,16,31
50632,2558501656,3,192
50633,2558515264,1,3
50634,2558515364,1,1
50635,2558517921,1,2
50636,2558529957,9,88
50637,2558533455,1,2
50638,2558538267,1,10
50639,2558543881,3,29
50640,2558562090,1,4
50641,2558567301,1,11
50642,2558590151,1,13
50643,255859922,8,21
50644,2558624650,1,1
50645,2558630530,3,38
50646,2558678681,1,15
50647,2558685655,4,13
50648,2558688019,2,4
50649,2558705356,1,4
50650,2558750894,1,9
50651,2558757803,5,8
50652,2558798558,2,212
50653,2558803518,1,1
50654,2558810284,1,10
50655,2558842103,2,72
50656,2558877841,1,1
50657,2558882528,1,1
50658,2558890640,2,165
50659,2558891643,2,4
50660,2558898956,1,3
50661,2558908436,4,7
50662,2558920193,3,4
50663,2558924730,2,12
50664,2558954891,1,1
50665,2558970741,3,7
50666,2558971985,1,2
50667,2558980331,1,3
50668,2558985512,2,109
50669,2558985832,1,2
50670,2558990863,1,15
50671,2559004659,1,3
